id,box
2a3adeffb6b9c401,0.00 0.18 0.94 0.75
2b510aa614e9db4c,0.00 0.00 0.90 1.00
2b326cdafd08e305,0.04 0.00 1.00 1.00
b39c3cffb3a0385d,0.23 0.37 0.89 0.64
7a6ebab39a2af4ad,0.21 0.00 0.86 0.80
630b23760651562c,0.07 0.12 0.94 0.72
de8dcd59592db4a5,0.23 0.00 1.00 1.00
b833dc9d29a33f96,0.33 0.00 1.00 1.00
2efc90462ead7b06,0.18 0.00 0.96 1.00
fa1c16525c726c24,0.00 0.18 1.00 1.00
630549535d77e19c,0.03 0.03 0.97 1.00
635e1d617cee013d,0.21 0.00 0.81 0.89
ff893b82ca73d35b,0.00 0.08 0.70 0.71
b0618263d9622f0e,0.00 0.00 1.00 1.00
5ab96a51466b507d,0.39 0.00 0.83 0.88
60676e9d00d3e442,0.13 0.00 1.00 1.00
30e166ee78e037f1,0.00 0.00 0.84 1.00
74d0c94031164088,0.41 0.00 0.64 1.00
4974ae782e1d12f0,0.48 0.23 0.78 0.59
2aaafe801c57d55e,0.13 0.03 1.00 0.63
2a0392bebb65f09a,0.25 0.12 0.75 1.00
603ea53477ebd1cf,0.44 0.00 0.77 0.73
61840e3b66f4ae40,0.00 0.00 0.87 1.00
2cb57c80da28ab89,0.00 0.00 0.83 1.00
49e2a95b84be7d30,0.06 0.00 0.76 0.98
646c40c993dede46,0.00 0.00 0.75 1.00
b1ed9b3ab8056377,0.26 0.00 0.96 1.00
2c5f783376c98266,0.22 0.00 1.00 1.00
edf2f531e337fb71,0.20 0.01 0.61 0.98
2c51d2d81707b75e,0.00 0.00 0.53 1.00
64b519baf39f1e11,0.04 0.00 0.97 1.00
8c912e7f30dd5cdb,0.01 0.29 1.00 0.92
afb825e0d7bff7a8,0.00 0.00 1.00 1.00
65a3d6d87d3551e2,0.14 0.00 1.00 1.00
33ea327ed5cc223c,0.31 0.00 0.78 0.52
2cd4266666f09192,0.21 0.15 0.87 0.74
2a78b296005f3b38,0.00 0.05 0.71 0.78
3127428c17076a8c,0.09 0.00 0.74 1.00
2a2a91c5a3831cc1,0.07 0.28 0.96 1.00
632d0d7a4ff60afc,0.03 0.06 0.83 0.95
5ba4688c3ae75b59,0.11 0.00 1.00 1.00
2d34c4614bc70dc4,0.10 0.00 1.00 0.96
4998997569a41bf6,0.04 0.00 0.90 1.00
2cdc0d1998e33533,0.32 0.00 0.84 1.00
9f6ace4234742d72,0.08 0.33 0.62 0.66
740e2795327f918e,0.22 0.03 0.75 1.00
495d8e8218a3339d,0.05 0.00 1.00 1.00
b204722dba3b9666,0.08 0.09 0.84 0.90
65636ec8205a52cd,0.00 0.13 0.95 0.95
2dcd39ce8e2c5158,0.21 0.23 0.69 0.56
2cfe00e773b78457,0.31 0.00 0.64 0.87
76572710bf4282a7,0.01 0.27 0.73 1.00
7cb70087e37367bf,0.00 0.00 1.00 0.93
2af6de95a9ea66d3,0.08 0.00 1.00 1.00
2b6e8970a754e48f,0.00 0.17 0.88 1.00
0b125701bc75f89c,0.05 0.00 1.00 1.00
784a14781e1d75bd,0.00 0.00 1.00 1.00
49ba264aea44d7f3,0.07 0.14 0.95 0.79
2c667ed34125234b,0.02 0.16 0.73 1.00
2bb777318ca56417,0.17 0.00 0.79 1.00
7c9276ff4356f853,0.20 0.34 0.71 0.58
7c95644a160cb25a,0.08 0.00 0.98 1.00
9e8b4c776bce774d,0.16 0.12 0.76 0.83
2aaabb08d691e506,0.06 0.15 0.79 1.00
2bcec071a87ccf06,0.30 0.00 0.56 1.00
7a8ef16f4daa25fb,0.34 0.09 0.56 1.00
fad9fc7baeaabd2d,0.24 0.00 1.00 1.00
b53b4f3414ab9f8b,0.27 0.00 0.57 1.00
2d00747e8a017226,0.00 0.00 1.00 1.00
31f0503bb8db8610,0.00 0.00 0.85 1.00
61b9dc07fad1edf4,0.21 0.09 0.43 0.48
fb0a24cd0784ebc0,0.00 0.09 0.66 0.67
76fb2d1da51e6a7b,0.39 0.11 1.00 1.00
6455473c03eb9e4a,0.00 0.00 0.87 1.00
49cad567ab31ee55,0.12 0.21 0.70 0.80
63fde3113318da93,0.00 0.00 0.73 1.00
b2fb1b037734a711,0.20 0.00 1.00 1.00
ac4cf6b3b02c09cc,0.08 0.09 0.88 1.00
b8579413847dd110,0.19 0.00 1.00 1.00
7767e3d318cdfd3b,0.15 0.00 1.00 1.00
9efd71ab0b711f0a,0.36 0.18 1.00 0.95
f3b00dbbb039d74c,0.00 0.01 1.00 1.00
306022287f664374,0.36 0.45 0.69 0.59
2a14e6c62fdcfc04,0.04 0.23 0.61 1.00
629782ec14f5cf01,0.12 0.17 0.79 0.74
2dd769f1df3dd599,0.00 0.00 1.00 1.00
2ce5dbd2a3d3dc48,0.23 0.00 0.85 1.00
2b8fb4d3e3ffdf16,0.23 0.00 0.59 1.00
63194ad06758c069,0.08 0.26 0.83 0.62
9d2499a213c5e96e,0.19 0.16 0.92 0.72
2d210d43b055e924,0.64 0.00 0.85 0.82
76e1e889d665dacd,0.00 0.00 0.63 1.00
304755824164a2a4,0.00 0.00 1.00 1.00
2e96369f6303cfc1,0.00 0.30 0.42 0.79
b4ec67507b2854da,0.02 0.20 0.43 0.46
3352568f4236ef38,0.00 0.23 0.80 0.55
2b827dc68546106a,0.00 0.23 0.80 1.00
780825edb1131ca0,0.42 0.00 1.00 1.00
f485ca9ec81baee1,0.12 0.00 0.51 1.00
b27acadad935b0a3,0.03 0.14 0.85 0.97
7b71580c1f3bca5d,0.06 0.00 1.00 1.00
2afd5a422743eae0,0.28 0.00 0.61 0.58
f2e97f2792448a8f,0.01 0.31 0.91 0.71
613e8fa7807d1ddc,0.04 0.00 0.86 0.88
31e2a7a09ec128a4,0.28 0.47 0.56 0.86
313b8d45eceb6fd7,0.00 0.00 1.00 1.00
2a6f963b45fcb29d,0.18 0.45 0.69 1.00
33c6775eedec12d3,0.13 0.00 0.55 0.86
316f24170f87f9ca,0.21 0.00 0.83 1.00
6591652c9918c01d,0.01 0.08 0.95 1.00
9e973089596b3b5f,0.00 0.00 0.38 1.00
2a0ad64c1886177b,0.00 0.00 0.54 1.00
2c0ff7270b7db191,0.07 0.03 0.94 0.96
aac9c4b0dce09297,0.19 0.06 0.90 0.57
9cecd2633e713882,0.29 0.00 0.81 0.87
2a84b4ff1ee7c92f,0.00 0.12 0.83 1.00
740af315cac8f79b,0.00 0.00 0.54 1.00
2e880203a694292c,0.15 0.48 0.92 0.81
fcd6723d45d1f82d,0.00 0.00 0.91 1.00
ac9b75bdbf24a22c,0.41 0.08 1.00 1.00
afb6a5de18433ac4,0.48 0.00 0.79 1.00
ca2a8de2a27e31ba,0.02 0.23 0.89 0.92
2a46a1e610a07e4c,0.38 0.00 0.73 0.66
2a704c9ef1d57625,0.00 0.01 1.00 1.00
2b0a9dfbc0c4860d,0.02 0.00 0.34 1.00
7328ff7caeda7609,0.00 0.03 0.96 1.00
2a9a7f9b57fe80f3,0.00 0.00 0.73 0.87
2aa3962b0cb00f99,0.21 0.14 0.62 0.75
2ea3b5bf3700ff6c,0.09 0.19 0.84 0.80
ea98c8c07d185937,0.06 0.09 1.00 0.95
4f90392cfe15c86a,0.00 0.00 0.84 1.00
fc0cc7c0e334f4a1,0.00 0.00 1.00 0.88
9dab0be9a2b39a2f,0.00 0.00 1.00 1.00
6487b6e7bf69668d,0.02 0.02 1.00 1.00
49772ec1c85a65cd,0.31 0.05 1.00 1.00
2a6f938c74175ef3,0.11 0.17 0.74 1.00
76e409f44824ab0f,0.00 0.00 0.90 1.00
4da323e49a42991a,0.36 0.00 1.00 1.00
9ccd3ce6728fc338,0.00 0.00 0.64 1.00
72d8c58e6ca445d0,0.19 0.00 1.00 1.00
7afc80a5159ea1c6,0.16 0.00 0.62 1.00
2b6ac6598401c631,0.18 0.04 0.69 0.71
6210d054b9920749,0.28 0.00 0.56 1.00
8b95d2d419d22a1a,0.05 0.10 1.00 0.71
340aaeb9e4eb4978,0.00 0.18 0.95 1.00
b67d8dc7ba6ce513,0.00 0.00 0.84 1.00
626af60399bf6dff,0.00 0.00 0.43 1.00
9884763e8c3056a3,0.10 0.00 1.00 0.86
624954872d9b3512,0.00 0.00 1.00 0.77
630360286358b98a,0.00 0.02 1.00 1.00
60012044c9d1cb6d,0.00 0.00 0.99 0.65
2c091a2fa510cada,0.26 0.00 0.66 1.00
2cab1e82f8cf0e5d,0.04 0.51 0.89 0.79
fd213e9444f9240f,0.00 0.17 0.95 1.00
6372d5a1821a0447,0.24 0.25 0.51 0.51
9da1d5a2de62e192,0.00 0.15 0.96 0.95
2a1ffd36af78ea47,0.00 0.00 1.00 1.00
646c1aa2d440bed9,0.01 0.55 0.87 1.00
f12bf8483cb005cb,0.01 0.05 0.69 1.00
6344183dffb20ea0,0.00 0.00 0.66 0.67
315bc1fae22220ec,0.04 0.21 0.82 0.86
60377fd2dbae9329,0.06 0.09 0.88 1.00
755f9024d1f2c0c2,0.20 0.21 0.71 0.66
625b9cf738bc8ec1,0.23 0.00 0.69 0.74
9f7042c4cca1d329,0.00 0.00 0.96 1.00
de2acdf115b0e4eb,0.06 0.09 1.00 0.94
aabc3e6165ea2ef7,0.11 0.10 0.36 1.00
61ba6b3bb9b5b3d4,0.00 0.00 1.00 1.00
5a216f8b75795428,0.12 0.26 0.98 0.59
de53e864b28d099f,0.24 0.00 0.96 1.00
ec823927cb36afba,0.25 0.00 1.00 1.00
33acc40bdd5de401,0.00 0.00 1.00 1.00
62fde613c63640e0,0.04 0.06 0.80 0.98
fd8bd529542b635d,0.01 0.38 0.37 0.58
2b591b42a79fb7c8,0.18 0.09 0.41 0.53
2db246313d46415a,0.00 0.00 0.86 1.00
2b704e9981f6abc3,0.11 0.00 1.00 1.00
2ad8b0563fe57c47,0.00 0.00 0.85 1.00
34428f0d160054e8,0.03 0.07 0.89 0.95
df919bf5a30d05ce,0.00 0.52 0.64 1.00
ec2b1e8933138fba,0.00 0.00 1.00 1.00
65940dfdf0628a88,0.08 0.00 0.80 0.73
2c122a2c0bc4682d,0.18 0.00 0.47 1.00
6502bdf582097acc,0.27 0.03 0.73 0.88
2ec0fea9f4286e79,0.00 0.00 1.00 1.00
2c59fde6e71d4509,0.17 0.14 0.67 1.00
78e232598a6b8435,0.20 0.07 0.77 0.80
7ce9a1de3cfe9b8d,0.04 0.00 0.96 1.00
4e8101e18ad77ef0,0.13 0.05 0.53 0.97
2cd819713c237edc,0.24 0.07 1.00 1.00
756bf03f915c62b3,0.42 0.00 0.50 0.28
b23ced0b9bd45942,0.09 0.29 0.76 0.92
2b7730da0c9aac58,0.00 0.11 0.62 0.89
2a881f049a94f22b,0.18 0.41 0.81 0.53
64a05bd32f286c5d,0.00 0.10 0.92 0.91
b172f3a6ac6734fd,0.15 0.12 0.79 0.66
2c3d51b2767c00a7,0.14 0.19 0.97 0.79
2b4a6c39de6e3151,0.00 0.00 1.00 0.86
2d8c75f8763d9f82,0.00 0.22 0.83 1.00
31ea62f28e1a3a84,0.00 0.00 0.69 1.00
7ce4d646ad7495ac,0.00 0.17 1.00 1.00
6526e6415d7c8271,0.11 0.00 0.73 0.91
301a5f9ac2ef0215,0.39 0.00 1.00 1.00
ca86adb32e75bbe3,0.00 0.05 0.68 1.00
2c7d993e4ab5294b,0.00 0.39 0.95 1.00
7a4a473f549d1b78,0.15 0.00 0.97 0.98
9fe258bc64b9b49b,0.09 0.11 0.90 0.74
9fdaddad449fd1e1,0.09 0.00 0.79 1.00
584f779739454916,0.18 0.13 0.87 0.65
fb22bb4113ebc3a9,0.00 0.00 0.89 1.00
74e65989a18ae38f,0.36 0.00 1.00 1.00
6119fcf86507ae66,0.06 0.12 1.00 0.71
2bee41e1e1cbacf1,0.00 0.00 0.88 1.00
4fce80141182515f,0.06 0.00 0.57 0.99
770401a6e3b42e82,0.00 0.00 0.76 0.51
2c394a1ed0beb8e6,0.03 0.22 0.47 1.00
313d075c0e2d02db,0.00 0.00 0.76 0.97
63e3eefe24a0ac0e,0.12 0.05 0.64 0.66
33f91b386bd4dc6b,0.00 0.00 0.87 1.00
b79b7374fc0b6105,0.11 0.06 0.52 0.83
fbe8d4935ba80fcf,0.00 0.09 0.86 0.96
2e427ea64c9955f4,0.39 0.16 0.64 1.00
b0f8ca45afa7623a,0.07 0.00 0.58 1.00
2b96f02abd28872c,0.33 0.41 0.48 0.60
f301bb9d335a2327,0.33 0.42 0.58 0.60
62adf9607e4c7e53,0.05 0.01 0.84 1.00
2a3912adcae5087e,0.00 0.17 0.83 0.83
04843253cc704aed,0.10 0.00 1.00 1.00
7bdd2e20bc9a21ec,0.34 0.04 0.66 0.76
2b23a0cc70713b7b,0.00 0.00 0.86 0.72
b395ffeaf82958b6,0.07 0.14 0.98 0.78
64a06837a71bc342,0.13 0.29 0.76 0.52
7ad2ca99facfb9d4,0.25 0.00 0.71 0.86
32a1d52f5f9ee81d,0.00 0.00 0.28 1.00
2a073f7316c6eff8,0.11 0.00 0.58 0.87
b4cbf1be0865b293,0.15 0.45 0.55 0.74
79bd52550778b316,0.02 0.00 1.00 1.00
2ba016c67fb1f2bb,0.21 0.00 0.49 1.00
2b8224a44fbb7697,0.00 0.00 1.00 0.81
2d9119d5769dc8cf,0.26 0.00 0.81 1.00
745884ab48247ca3,0.40 0.11 0.78 0.99
2a28133bfdc2d7da,0.10 0.18 0.77 0.54
7b687762a8f806be,0.04 0.00 1.00 1.00
62857090f7db2fd4,0.32 0.49 0.74 1.00
2b9ce2d2fe4dd702,0.06 0.00 0.73 1.00
76e569b73abebd5f,0.00 0.06 0.50 1.00
2bc1e9a3d11b5cc9,0.00 0.00 0.90 1.00
f21f1aa65da4ca0a,0.08 0.13 0.64 0.46
2d9951821b28b65f,0.00 0.00 1.00 1.00
6147dbf9ca145600,0.03 0.12 0.62 1.00
74303eaffafb2ac2,0.29 0.04 1.00 1.00
5a520e17f7084681,0.37 0.06 1.00 0.72
9b9686b702093cb3,0.06 0.00 1.00 1.00
73e6eb918543281b,0.08 0.00 1.00 1.00
2d2fc35156beeaab,0.01 0.67 0.81 0.99
936664bde5fc957f,0.00 0.00 0.88 1.00
63d1bc802c001800,0.00 0.04 1.00 0.84
4fe5b1f5fbb76277,0.13 0.00 1.00 1.00
6255822827873d82,0.38 0.00 0.56 0.83
62b684caa8910289,0.00 0.00 0.71 0.71
2df9d02346c9b38b,0.11 0.32 0.54 0.88
2f169d14351fb6d8,0.00 0.00 0.77 1.00
8d6aa9f2748cceaf,0.02 0.00 0.54 1.00
60f1f8217dc3d19d,0.00 0.05 1.00 0.75
b3ef34133573738d,0.33 0.16 0.54 0.73
2caf26f680c6174e,0.01 0.06 1.00 1.00
2b285538e36d34a6,0.03 0.26 0.76 0.69
7c28c435f46e6db7,0.07 0.00 0.76 0.85
2aa0c84b0104b540,0.17 0.01 1.00 0.86
2c9254649d52ce2c,0.28 0.00 0.66 1.00
50d81aa7771620fc,0.26 0.21 0.51 0.87
fbe0b99f9bf855a2,0.03 0.00 0.84 1.00
3002b2883792cbbf,0.12 0.41 0.89 0.81
2c28e922e48ef756,0.16 0.39 0.82 0.73
2df588ce3a41c4cd,0.07 0.67 0.31 0.88
7527866daeebdcc9,0.33 0.00 0.63 1.00
63d63f9f767c6c75,0.66 0.00 0.89 1.00
77c56ad14a64e85c,0.08 0.34 0.93 0.65
b34e2a2023ddce54,0.38 0.00 1.00 1.00
79e8b53dfe182363,0.42 0.00 0.86 1.00
651590fdce96b8f4,0.00 0.00 0.30 0.91
2e8b1a6ead6d3a39,0.10 0.22 0.90 0.70
7a1d35cb70171ec3,0.13 0.07 0.91 1.00
ba04d583a9f01958,0.03 0.32 0.36 0.55
4c793756617aade5,0.00 0.00 0.78 0.90
7cb3e1239fac76c8,0.04 0.00 0.37 1.00
75ec927e6909c53c,0.00 0.00 1.00 1.00
75bbb6c88dd7c91b,0.04 0.22 0.83 1.00
2af3d7f3a955671e,0.31 0.29 0.89 0.68
9e1c393b706bde60,0.13 0.26 0.69 0.94
31856d6f5c4b5432,0.41 0.00 1.00 1.00
2c34eee3b43e0c12,0.32 0.37 0.56 0.96
64d53ac11d560932,0.00 0.00 0.90 1.00
2a88a27fd350c36e,0.32 0.00 0.48 1.00
eff94cad7adda722,0.31 0.00 1.00 0.84
74667eb10776f842,0.05 0.04 1.00 1.00
2b6d8eb2808eaafd,0.07 0.19 0.43 1.00
2a94b79de11a90af,0.01 0.00 0.63 0.50
b64d297e6e81083d,0.00 0.00 1.00 1.00
73f07c42378611a1,0.00 0.00 0.85 0.74
2de5d59ad46954d5,0.00 0.41 0.64 1.00
f353686e1b48defb,0.09 0.41 0.64 0.96
f15f1603de6a36fa,0.00 0.00 0.93 1.00
fc9f6592ff235758,0.35 0.16 0.61 0.80
621e6aa66d8a5235,0.20 0.08 0.92 0.94
3009b1b574f94465,0.04 0.00 1.00 1.00
768d88eeeadf31a4,0.00 0.00 0.58 0.95
7a6ab1dbf68da2b2,0.19 0.34 0.91 0.53
b10a6f309fdbec3f,0.00 0.01 1.00 1.00
2a9839383cd8ea8b,0.07 0.14 0.48 0.76
acbc8f10ef6da2da,0.00 0.00 0.66 1.00
2a236ed542b50dec,0.10 0.00 1.00 0.89
63f08cbf93edd36e,0.28 0.00 1.00 0.45
4d58737a5d2026ef,0.06 0.04 0.95 0.96
2a60a2910ff36dd0,0.40 0.18 0.54 0.85
30ab1bb60166e5dd,0.00 0.00 0.63 0.56
496f0b9da29bd332,0.05 0.33 1.00 0.71
77fd3a12e0c74352,0.20 0.00 1.00 1.00
2b0d9a2c5e66638d,0.44 0.07 1.00 0.78
1b31a35ea1fdf684,0.08 0.00 1.00 1.00
64b9483ea7e67a82,0.05 0.00 1.00 1.00
2d02d5849c4c8f84,0.10 0.00 1.00 1.00
642f8e00e744f10e,0.05 0.31 1.00 0.75
2e11995176b178e6,0.07 0.08 0.56 1.00
f3aae20e47c7dc58,0.11 0.00 0.81 1.00
77359a1d715645c4,0.16 0.00 1.00 1.00
32fa922201393dfd,0.08 0.04 0.66 1.00
9e8567b222da004c,0.05 0.30 0.74 1.00
b8b72b60a6a2d69c,0.00 0.00 0.91 1.00
2ec536d895783194,0.03 0.47 0.88 0.66
adf5de513c7221ca,0.01 0.21 0.88 0.82
2c528f340a2b5825,0.01 0.54 0.84 0.83
640daf980bcd5986,0.00 0.00 0.95 1.00
9e5d195e78299346,0.59 0.04 0.83 0.95
9d0082ea9209991f,0.39 0.00 1.00 1.00
2d2b3eaa8a08ceba,0.44 0.00 0.70 0.87
314637509f072dfc,0.41 0.06 0.92 0.94
2c1ac9f23684109f,0.25 0.00 1.00 1.00
2a37cfee425bad0a,0.00 0.00 1.00 0.98
508ba9eb5c753b43,0.00 0.00 0.88 1.00
2dc354f7dbac9c39,0.08 0.16 0.81 0.78
76a72df7f75b5672,0.00 0.00 0.61 1.00
fcae5af75a8d51f8,0.25 0.00 0.86 0.69
7b155ae11be08fc7,0.04 0.00 0.86 1.00
3207b4653280931a,0.00 0.00 0.87 1.00
742b14231c241c0f,0.06 0.71 0.52 0.94
616d4ccec9885717,0.36 0.00 0.68 1.00
3202ab2e9b49065f,0.17 0.24 1.00 0.89
7b018bc4fdef9650,0.11 0.07 1.00 0.56
f20349666fd25e02,0.00 0.00 1.00 1.00
614a328dba613329,0.00 0.00 0.59 0.72
2d0c65a7dd7f1475,0.06 0.23 0.58 1.00
de3579f6fa76332b,0.24 0.36 0.44 0.76
2ac0747c5a025701,0.02 0.39 0.82 0.54
2a1bda28270d1560,0.26 0.00 0.62 1.00
2bfda7c098dab6f3,0.29 0.20 0.84 0.71
b2b73544e20a8e14,0.00 0.00 1.00 1.00
63ca5b723ae92334,0.01 0.12 0.93 0.83
6216308b273f805a,0.19 0.50 0.74 1.00
de43a34bbe161a7d,0.03 0.29 1.00 1.00
324d4da020e53f80,0.00 0.00 0.72 0.92
64d69a39805cf84a,0.23 0.00 0.68 1.00
498527a6be9080a8,0.04 0.00 0.45 0.85
ac741e5359351ae4,0.08 0.33 0.79 0.64
b4039f955fe3b8f3,0.02 0.00 0.98 0.82
7a02efc615fb88e5,0.37 0.39 0.59 0.88
4e6eab234edad369,0.00 0.00 1.00 1.00
79ea97a57ebb2faf,0.00 0.00 0.39 1.00
652d158e3ea09d95,0.00 0.11 0.61 0.34
77dd3b994fd39006,0.44 0.00 1.00 1.00
2e0b2332fffca139,0.06 0.00 0.97 1.00
72e0ef112f4bf6f9,0.17 0.00 0.77 0.81
64b7ab95ced80e20,0.00 0.00 0.55 1.00
75ec59e50683046d,0.16 0.19 0.70 0.82
feddb44ca150c99d,0.12 0.00 0.79 0.78
60cc90c2ec1c812c,0.10 0.00 1.00 1.00
7465bf89ac9111f6,0.21 0.00 0.84 0.81
2d00a4d5494f1b7c,0.02 0.00 1.00 1.00
2ba3f8511ade7571,0.29 0.00 0.75 1.00
30e4275f69108320,0.13 0.17 0.48 0.98
602d9eeab9a338cd,0.00 0.00 1.00 1.00
9d513aea9601fd6e,0.02 0.06 1.00 0.90
64324d1d42b46bec,0.10 0.00 0.65 1.00
2a756aab9bda91ce,0.42 0.72 0.65 0.99
601fb294fd2a6bc5,0.20 0.00 1.00 1.00
602b80dd7bef0c9f,0.00 0.00 1.00 1.00
323ee81219bd847f,0.00 0.00 0.42 0.69
7428bf2d99873ce4,0.00 0.24 0.88 1.00
2cd168d7c021e498,0.00 0.00 0.93 1.00
eb41f46080bc998c,0.00 0.03 0.76 1.00
6199603f64ca811f,0.14 0.17 0.79 0.77
33c1d5ae1f789fce,0.00 0.00 0.94 1.00
64e2899495fa2c82,0.00 0.00 0.95 1.00
2c7f2064e270d3ad,0.58 0.00 1.00 1.00
78a310e5b9408f22,0.12 0.32 0.94 1.00
f00ed6c70baef3d4,0.19 0.00 1.00 1.00
2a447056c3da79df,0.00 0.14 0.95 0.95
ea489fd7c46aa5a5,0.15 0.17 0.85 1.00
ae673cd3404baf0a,0.21 0.21 0.74 1.00
2e5771ad2e518028,0.14 0.00 1.00 1.00
3328146754ef4c26,0.41 0.31 0.59 0.63
2c24df543978b0b2,0.02 0.16 1.00 0.67
9e71a196f9cd99bc,0.08 0.27 0.72 0.68
49b5729103e02aa6,0.00 0.00 1.00 1.00
2a6ade1efa305c4c,0.09 0.60 0.75 0.79
2c1159580281ee46,0.00 0.00 0.67 0.82
645b5f206938b535,0.00 0.00 1.00 1.00
2dcd19177e09084a,0.00 0.00 1.00 1.00
647cbd2477a6d624,0.05 0.07 1.00 1.00
78a3fb192c7cd04a,0.00 0.00 1.00 1.00
b0f3e0ba46816581,0.00 0.00 1.00 0.98
ed1609fd5688f32e,0.02 0.00 0.91 1.00
2a5b00776fddb34f,0.00 0.00 0.89 1.00
2b71afd17108be5e,0.00 0.00 0.89 0.61
2ec7a1d08cc6de3c,0.09 0.00 1.00 0.74
64506ceff1477604,0.06 0.25 0.45 1.00
6484806a517e458b,0.08 0.00 0.74 0.59
62cfe68fbc62df90,0.08 0.00 0.70 1.00
78336bc009fec4a9,0.00 0.00 1.00 1.00
3ee3c74f9b034380,0.12 0.00 0.64 1.00
9eb935231eea6119,0.00 0.10 1.00 1.00
77cf5f776c6a14d0,0.23 0.00 1.00 1.00
335f95d0c7c32082,0.09 0.15 0.93 0.76
7a6297bd55d9d233,0.00 0.00 1.00 1.00
2d07526abe45ae28,0.16 0.11 0.68 0.90
496cc6b251fcde54,0.00 0.00 0.67 1.00
6513957674d62a0d,0.00 0.00 1.00 1.00
2b6282b8231c5d67,0.00 0.00 0.96 1.00
b8d42d11c0108dae,0.13 0.00 1.00 1.00
2b800836e38344db,0.00 0.00 0.96 0.54
60a41855072c1508,0.00 0.00 1.00 1.00
2b006da49d2802a8,0.07 0.00 0.68 1.00
5ba383fa2156cac8,0.38 0.00 0.54 1.00
32eb78d6f0adebf2,0.10 0.00 1.00 1.00
dfb4062085a58a29,0.10 0.00 0.70 1.00
64a44e58e095b4a8,0.00 0.00 0.67 0.70
7c3d4525a8cff99f,0.06 0.00 0.92 1.00
ace2fdd823561cc6,0.19 0.00 0.88 1.00
4989e6a6dfea4894,0.05 0.00 0.95 0.86
b4c8a1aa35190006,0.21 0.00 0.90 1.00
2c17f9b12589e057,0.12 0.00 0.62 0.97
b4855ca0980db67c,0.00 0.00 1.00 1.00
50d4d9214f135a0d,0.08 0.00 1.00 1.00
df05d7b07b458be5,0.00 0.19 0.81 0.85
6194eef42a96838f,0.00 0.00 1.00 1.00
4972f0bd02b63bd1,0.62 0.04 0.87 0.28
2de4dba146ec1e83,0.39 0.00 0.91 1.00
74310d8026d05293,0.45 0.00 1.00 0.94
2cb7f940ff1e3a2c,0.07 0.00 0.37 1.00
765f1a7db4d99b75,0.22 0.21 0.96 0.87
2ce42593fd5a51ef,0.00 0.00 0.57 1.00
9d42242c0b163dcf,0.00 0.00 1.00 1.00
b3eec2022941fc7c,0.00 0.00 1.00 0.86
ecda0b1b46c15879,0.00 0.33 0.51 0.78
743c5ec086ce46e9,0.12 0.15 0.61 0.61
2a3b948f0914949e,0.00 0.00 0.59 1.00
2c49a8dbcf8abf58,0.26 0.00 0.54 1.00
2db36c53f8803cd1,0.10 0.40 0.65 0.95
2ae3a8e7f5b69969,0.32 0.00 1.00 0.71
2b3bf919666ab3a8,0.06 0.05 0.62 0.97
7c1e4dae50fdc8c5,0.25 0.21 0.58 1.00
b26e88a9a5be72c2,0.39 0.00 1.00 1.00
335eb9cd1ccaebf6,0.00 0.15 0.92 1.00
b8cda7b6e512e553,0.01 0.00 0.95 1.00
2eb45be260adcbf5,0.18 0.00 0.97 1.00
b820d9f3a4bbef21,0.30 0.39 0.72 1.00
658c3a7b262abca9,0.08 0.19 0.58 0.78
3215acd5183913db,0.00 0.00 0.72 1.00
2da4f6abb12d9981,0.00 0.00 0.70 1.00
b1d7debf6d8cc28c,0.28 0.00 0.86 1.00
747fb709cfbdbd77,0.00 0.18 1.00 1.00
b8da7d77fb550284,0.02 0.00 1.00 1.00
60ac6e9e88211192,0.05 0.20 0.81 1.00
2c20c6d7f44a12cf,0.46 0.36 0.90 0.90
b5214a4155b7761f,0.37 0.60 0.94 0.95
63795eca7e10e0b8,0.12 0.38 0.82 0.69
75595ec8bbb2e72b,0.13 0.00 1.00 1.00
7941bc1a3cc693a9,0.16 0.00 0.83 0.94
f02131fa02ceb799,0.07 0.19 0.91 0.80
ec01cfa59c822280,0.34 0.00 0.97 0.96
2b26a754582d5be0,0.05 0.00 0.57 1.00
7b90f97b3ba5a2e3,0.00 0.00 0.92 1.00
2d31937df0c61071,0.53 0.00 1.00 1.00
b1d6f2f21bd27ad7,0.07 0.00 0.93 1.00
313f4ac9806b0a3c,0.01 0.00 0.64 1.00
9d4bf803d23658f9,0.29 0.43 0.54 0.50
49ed8965988dd587,0.23 0.32 0.72 1.00
4fd857af57f81830,0.10 0.18 0.42 1.00
2a88814226377195,0.06 0.20 0.69 0.96
b2883f0df0db7253,0.00 0.00 1.00 1.00
62d965e4b696ce08,0.00 0.00 0.97 1.00
7b7edd5c365abe1e,0.18 0.00 0.86 0.74
5143426ab8dc744b,0.02 0.00 0.70 1.00
50b80bcccb33dad8,0.00 0.57 0.38 1.00
3394cb792d51bfbc,0.08 0.00 0.91 1.00
b4d74e5a4543b237,0.03 0.00 1.00 1.00
2b3c3e99669d6bbb,0.16 0.00 0.70 0.72
49c017517c24e68a,0.03 0.20 0.49 0.93
2c1d54f02aea2e1d,0.00 0.42 1.00 1.00
2d1ec35c3b7fa078,0.22 0.69 0.71 0.92
72e5789361263216,0.27 0.00 0.58 1.00
6126fe889921c6d9,0.08 0.02 0.88 1.00
615bc2899b175791,0.08 0.15 0.83 0.59
c19805a7d35ecb41,0.22 0.00 0.83 1.00
